       x [mm]         y [mm]         z [mm]   xRe [V.s/m^2]  yRe [V.s/m^2]  zRe [V.s/m^2]  
            0              0             30    -0.00697349   6.14944e-007   1.50041e-005
            5              0             30    -0.00652767   1.79746e-005     0.00240503
           10              0             30    -0.00531726   3.20842e-005     0.00437203
           15              0             30      -0.003658   5.00753e-005     0.00549887
           20              0             30    -0.00192247   4.28033e-005      0.0057799
           25              0             30   -0.000539554    3.9323e-005     0.00537882
           30              0             30    0.000390266   3.19309e-005     0.00459357
           35              0             30    0.000867421   2.45391e-005     0.00369265
           40              0             30     0.00104848    1.7856e-005     0.00288479
           45              0             30     0.00105268   1.74452e-005     0.00222216
           50              0             30    0.000960217   1.20972e-005     0.00170265
           55              0             30    0.000826436   9.79548e-006     0.00130697
           60              0             30    0.000695633   8.28583e-006     0.00101883
           65              0             30    0.000553963   6.81874e-006     0.00080377
           70              0             30    0.000427265   4.97501e-006    0.000649398
          -70              5             30    0.000417074   -0.000115598   -0.000639199
          -65              5             30     0.00054086   -0.000138765   -0.000792834
          -60              5             30    0.000671383   -0.000169134    -0.00100406
          -55              5             30     0.00080659   -0.000211546    -0.00128837
          -50              5             30    0.000937028   -0.000264629    -0.00167022
          -45              5             30     0.00101313   -0.000339899    -0.00216923
          -40              5             30    0.000997167   -0.000427118    -0.00281735
          -35              5             30    0.000806775   -0.000528865    -0.00359406
          -30              5             30     0.00032695   -0.000634838    -0.00444222
          -25              5             30    -0.00057849    -0.00072289    -0.00521273
          -20              5             30    -0.00193363   -0.000746532    -0.00563125
          -15              5             30    -0.00360615   -0.000672343    -0.00530719
          -10              5             30    -0.00521916   -0.000527491    -0.00418966
           -5              5             30    -0.00636198   -0.000278485    -0.00231961
            0              5             30    -0.00675055   4.90104e-010  -1.92839e-005
            5              5             30    -0.00634788    0.000276012     0.00231413
           10              5             30     -0.0052039    0.000509214      0.0041957
           15              5             30    -0.00361111    0.000667896     0.00533408
           20              5             30     -0.0019443    0.000745713     0.00557396
           25              5             30   -0.000564057    0.000729136     0.00524478
           30              5             30     0.00033758    0.000638724      0.0044637
           35              5             30    0.000821598    0.000531687      0.0036153
           40              5             30     0.00100424    0.000424122     0.00282013
           45              5             30     0.00101914    0.000340688     0.00218167
           50              5             30    0.000931965    0.000266827     0.00167029
           55              5             30    0.000809695    0.000212592     0.00128627
           60              5             30    0.000671046    0.000171198     0.00100416
           65              5             30    0.000539097    0.000135709    0.000791137
           70              5             30     0.00041555    0.000114431    0.000639389
          -70             10             30    0.000386569   -0.000221986   -0.000619254
          -65             10             30    0.000497998   -0.000266142   -0.000762573
          -60             10             30    0.000618592   -0.000323901   -0.000961169
          -55             10             30    0.000737132   -0.000404364    -0.00122656
          -50             10             30    0.000843464   -0.000507709    -0.00159189
          -45             10             30    0.000905593    -0.00064178    -0.00204831
          -40             10             30    0.000856969   -0.000800911    -0.00262874
          -35             10             30    0.000660682   -0.000984153    -0.00331236
          -30             10             30    0.000191583    -0.00116799    -0.00406743
          -25             10             30   -0.000652294    -0.00131745    -0.00475615
          -20             10             30    -0.00190283    -0.00136659    -0.00507915
          -15             10             30    -0.00343296    -0.00125069    -0.00481101
          -10             10             30    -0.00494781   -0.000954724     -0.0038023
           -5             10             30    -0.00598926   -0.000517514     -0.0020971
            0             10             30    -0.00637121      -2.7e-006   2.83893e-005
            5             10             30    -0.00598053    0.000511843     0.00206612
           10             10             30    -0.00487999    0.000950201     0.00378528
           15             10             30    -0.00342035     0.00125585     0.00482716
           20             10             30    -0.00190175     0.00136511     0.00508145
           25             10             30   -0.000653657     0.00131719     0.00474847
           30             10             30    0.000196351     0.00116109     0.00406854
           35             10             30     0.00066485    0.000982633      0.0033199
           40             10             30    0.000866549    0.000798071      0.0026207
           45             10             30    0.000902721     0.00063911     0.00205028
           50             10             30    0.000843431    0.000506891     0.00158414
           55             10             30    0.000736191    0.000403619     0.00122886
           60             10             30    0.000616727    0.000325393    0.000957918
           65             10             30    0.000498289    0.000265241    0.000762983
           70             10             30    0.000388705    0.000222543    0.000620795
          -70             15             30    0.000343059   -0.000314953   -0.000586035
          -65             15             30    0.000442057   -0.000376731   -0.000719165
          -60             15             30    0.000538461   -0.000454465    -0.00089824
          -55             15             30    0.000633999   -0.000563608    -0.00113776
          -50             15             30    0.000706109    -0.00069937    -0.00144996
          -45             15             30    0.000737506   -0.000874041    -0.00185389
          -40             15             30    0.000673567    -0.00107393    -0.00234958
          -35             15             30    0.000447234    -0.00130994    -0.00292454
          -30             15             30   -1.3571e-005    -0.00154542    -0.00353499
          -25             15             30   -0.000765514    -0.00171685    -0.00406587
          -20             15             30    -0.00189101    -0.00176518    -0.00430496
          -15             15             30    -0.00317478    -0.00162928     -0.0040732
          -10             15             30    -0.00446573    -0.00124865     -0.0032141
           -5             15             30    -0.00541696   -0.000682185    -0.00177903
            0             15             30    -0.00574786   7.50552e-006   1.81817e-005
            5             15             30    -0.00540299    0.000675956     0.00175872
           10             15             30    -0.00447374     0.00125114     0.00322546
           15             15             30    -0.00318475     0.00162437     0.00406235
           20             15             30    -0.00186575     0.00177562     0.00429756
           25             15             30   -0.000773185     0.00170228     0.00403797
           30             15             30  -3.01503e-005     0.00153898     0.00352173
           35             15             30    0.000452001     0.00131404     0.00293196
           40             15             30    0.000670401      0.0010754     0.00235197
           45             15             30      0.0007273    0.000862826     0.00184896
           50             15             30    0.000708043    0.000700817     0.00145092
           55             15             30    0.000632693    0.000562409     0.00113782
           60             15             30    0.000534647    0.000455546    0.000896162
           65             15             30    0.000440223    0.000375091    0.000716798
           70             15             30    0.000342583    0.000314858    0.000587444
          -70             20             30    0.000288421   -0.000392499    -0.00054569
          -65             20             30    0.000362247   -0.000462262   -0.000659385
          -60             20             30    0.000438406   -0.000557492    -0.00081668
          -55             20             30    0.000502575   -0.000679789    -0.00102428
          -50             20             30     0.00053625   -0.000828581    -0.00127958
          -45             20             30     0.00053071    -0.00102175    -0.00161315
          -40             20             30    0.000439681    -0.00124789    -0.00202039
          -35             20             30     0.00020308    -0.00148711    -0.00246702
          -30             20             30   -0.000226064    -0.00172529    -0.00291729
          -25             20             30   -0.000915809    -0.00188501    -0.00329301
          -20             20             30    -0.00183886    -0.00192372    -0.00344127
          -15             20             30     -0.0029155    -0.00177147    -0.00322122
          -10             20             30    -0.00397587     -0.0013723    -0.00254554
           -5             20             30     -0.0047176   -0.000740607    -0.00139067
            0             20             30    -0.00501367   7.35512e-006  -9.77969e-007
            5             20             30    -0.00472005    0.000740677     0.00139867
           10             20             30    -0.00395633     0.00136427     0.00254163
           15             20             30    -0.00289615     0.00176593     0.00322385
           20             20             30    -0.00182652     0.00194021     0.00345785
           25             20             30   -0.000903921     0.00188863     0.00328922
           30             20             30    -0.00023557     0.00171986     0.00291763
           35             20             30     0.00020267     0.00149309     0.00247294
           40             20             30    0.000438921     0.00124534     0.00202148
           45             20             30    0.000523147     0.00101925     0.00161203
           50             20             30    0.000542375    0.000832742     0.00128847
           55             20             30    0.000498399    0.000676515     0.00102115
           60             20             30    0.000437334     0.00055647    0.000817662
           65             20             30    0.000363663    0.000463717    0.000662215
           70             20             30    0.000289039    0.000393435    0.000546308
          -70             25             30    0.000225279   -0.000448648   -0.000496035
          -65             25             30    0.000279216   -0.000521973   -0.000594846
          -60             25             30    0.000328483   -0.000624186   -0.000729365
          -55             25             30    0.000362148   -0.000750331   -0.000897137
          -50             25             30    0.000364957   -0.000902176      -0.001107
          -45             25             30     0.00032404    -0.00109658    -0.00137664
          -40             25             30    0.000205811    -0.00131244    -0.00167681
          -35             25             30  -3.27718e-005    -0.00153022    -0.00200595
          -30             25             30   -0.000420412    -0.00174294    -0.00232914
          -25             25             30    -0.00100833    -0.00187934    -0.00256317
          -20             25             30    -0.00177709    -0.00190059    -0.00264801
          -15             25             30    -0.00261408    -0.00171495    -0.00243305
          -10             25             30    -0.00344602    -0.00132936     -0.0019112
           -5             25             30     -0.0040465   -0.000715885    -0.00103665
            0             25             30    -0.00425213  -8.64705e-006  -1.07118e-005
            5             25             30    -0.00402273    0.000720833     0.00104583
           10             25             30    -0.00343639     0.00130416     0.00188143
           15             25             30     -0.0026232     0.00171887     0.00243972
           20             25             30    -0.00176987     0.00189771     0.00265013
           25             25             30    -0.00101136     0.00188278     0.00256811
           30             25             30   -0.000418805     0.00174691     0.00233422
           35             25             30  -2.50532e-005     0.00154046      0.0020099
           40             25             30    0.000203099     0.00131066     0.00167551
           45             25             30     0.00032522     0.00109413     0.00137214
           50             25             30    0.000364063    0.000904203     0.00111333
           55             25             30    0.000361414    0.000749719    0.000898394
           60             25             30    0.000327364     0.00062285      0.0007279
           65             25             30     0.00028154    0.000524566    0.000596322
           70             25             30    0.000224411    0.000448041    0.000496496
          -70             30             30    0.000160813   -0.000482544   -0.000446728
          -65             30             30    0.000194532   -0.000557406   -0.000528658
          -60             30             30    0.000217156   -0.000656291   -0.000636761
          -55             30             30     0.00022171   -0.000778954   -0.000771703
          -50             30             30    0.000200506   -0.000922067   -0.000936606
          -45             30             30    0.000130479    -0.00109724    -0.00113741
          -40             30             30  -3.30215e-006    -0.00128043    -0.00135306
          -35             30             30   -0.000239651    -0.00147603     -0.0015883
          -30             30             30   -0.000591144    -0.00164369    -0.00180322
          -25             30             30    -0.00108175     -0.0017372    -0.00193697
          -20             30             30    -0.00167663     -0.0017098    -0.00193826
          -15             30             30    -0.00234797    -0.00153866    -0.00176363
          -10             30             30    -0.00295478    -0.00116453    -0.00135647
           -5             30             30     -0.0033889   -0.000623944   -0.000732867
            0             30             30    -0.00355081  -1.05743e-006  -2.02257e-006
            5             30             30    -0.00339555    0.000626339    0.000731706
           10             30             30    -0.00295128     0.00117422     0.00136506
           15             30             30    -0.00234775     0.00153631      0.0017687
           20             30             30    -0.00168392     0.00172122     0.00194979
           25             30             30     -0.0010726     0.00173754     0.00193505
           30             30             30   -0.000585954     0.00163972     0.00179535
           35             30             30   -0.000229367     0.00148023      0.0015931
           40             30             30  -3.97983e-006     0.00128738     0.00135933
           45             30             30    0.000127882     0.00109411      0.0011337
           50             30             30    0.000197147    0.000923194    0.000937288
           55             30             30    0.000220613      0.0007762    0.000771321
           60             30             30     0.00021724    0.000656523    0.000636943
           65             30             30    0.000192795    0.000556461    0.000529486
           70             30             30    0.000159066    0.000482895    0.000446351
          -70             35             30   9.67436e-005   -0.000497337   -0.000393919
          -65             35             30    0.000108015   -0.000568032   -0.000461852
          -60             35             30    0.000109178   -0.000658132   -0.000547336
          -55             35             30   9.48983e-005    -0.00077016   -0.000652594
          -50             35             30   4.60113e-005   -0.000896568   -0.000776064
          -45             35             30  -3.71042e-005    -0.00104956   -0.000924213
          -40             35             30   -0.000173535    -0.00120324    -0.00108146
          -35             35             30   -0.000395149    -0.00134674    -0.00122759
          -30             35             30   -0.000709413    -0.00146403    -0.00135632
          -25             35             30    -0.00111052    -0.00152395     -0.0014329
          -20             35             30    -0.00158297    -0.00147576    -0.00140201
          -15             35             30     -0.0020813    -0.00129394    -0.00124974
          -10             35             30    -0.00252675   -0.000974469   -0.000946649
           -5             35             30    -0.00284525   -0.000518255   -0.000506021
            0             35             30    -0.00296505   2.42569e-007  -1.69358e-006
            5             35             30    -0.00284849    0.000526421    0.000515449
           10             35             30     -0.0025378    0.000975742    0.000952529
           15             35             30    -0.00207785     0.00129777     0.00125543
           20             35             30    -0.00157684     0.00148249     0.00141173
           25             35             30    -0.00110149     0.00152384     0.00143103
           30             35             30    -0.00070515     0.00146854     0.00136013
           35             35             30   -0.000395458     0.00135349     0.00123666
           40             35             30   -0.000180878     0.00119695     0.00107577
           45             35             30  -3.73611e-005     0.00104434    0.000919161
           50             35             30   5.03538e-005    0.000899413    0.000777007
           55             35             30   9.46804e-005    0.000768542    0.000652388
           60             35             30    0.000111386    0.000659008    0.000546809
           65             35             30     0.00011002    0.000568858    0.000461189
           70             35             30   9.64336e-005    0.000497317    0.000395752
          -70             40             30   3.65002e-005   -0.000493902   -0.000345273
          -65             40             30    3.3022e-005   -0.000557943   -0.000397701
          -60             40             30   1.74633e-005   -0.000638247   -0.000463898
          -55             40             30   -1.6929e-005   -0.000732533   -0.000543287
          -50             40             30  -7.79337e-005   -0.000844043   -0.000634709
          -45             40             30    -0.00017335   -0.000965109   -0.000739295
          -40             40             30   -0.000318212     -0.0010824   -0.000841031
          -35             40             30   -0.000515947    -0.00119772   -0.000943276
          -30             40             30   -0.000779292    -0.00126804    -0.00101093
          -25             40             30    -0.00110664    -0.00128391    -0.00103998
          -20             40             30    -0.00147411    -0.00122553    -0.00100546
          -15             40             30    -0.00184071    -0.00106141   -0.000876342
          -10             40             30    -0.00216982   -0.000791902   -0.000660828
           -5             40             30    -0.00239538   -0.000422167   -0.000353291
            0             40             30    -0.00247777   -4.0594e-006  -3.75841e-006
            5             40             30    -0.00239489     0.00042306    0.000352499
           10             40             30    -0.00217517    0.000787003    0.000653044
           15             40             30    -0.00184258     0.00106163    0.000880527
           20             40             30    -0.00146525     0.00122749     0.00100394
           25             40             30    -0.00110352     0.00129437     0.00104889
           30             40             30    -0.00077591      0.0012735     0.00101603
           35             40             30   -0.000510855     0.00119529    0.000942141
           40             40             30   -0.000316136     0.00108178    0.000841774
           45             40             30   -0.000173135    0.000963984     0.00073999
           50             40             30  -7.79559e-005    0.000845581    0.000635237
           55             40             30  -1.74421e-005     0.00073509    0.000544338
           60             40             30   1.71288e-005    0.000639304    0.000464484
           65             40             30    3.3121e-005    0.000557323     0.00039646
           70             40             30    3.6303e-005    0.000493353    0.000345502
          -70             45             30  -1.64015e-005   -0.000475138    -0.00029917
          -65             45             30  -3.47359e-005   -0.000530804   -0.000339385
          -60             45             30  -6.43768e-005    -0.00059988   -0.000389488
          -55             45             30   -0.000111568   -0.000679243   -0.000448744
          -50             45             30   -0.000181526   -0.000769476   -0.000516642
          -45             45             30   -0.000280233   -0.000860054    -0.00058603
          -40             45             30   -0.000418761   -0.000950791   -0.000654715
          -35             45             30   -0.000593187    -0.00102287   -0.000712942
          -30             45             30   -0.000818057     -0.0010753   -0.000757149
          -25             45             30    -0.00107708    -0.00106415   -0.000759007
          -20             45             30     -0.0013595   -0.000999738   -0.000718349
          -15             45             30    -0.00163747   -0.000847187   -0.000612684
          -10             45             30    -0.00187187   -0.000622833   -0.000453309
           -5             45             30    -0.00203986   -0.000329491   -0.000240551
            0             45             30    -0.00209788  -3.53631e-008  -1.03853e-006
            5             45             30    -0.00204098    0.000334816    0.000243963
           10             45             30    -0.00187288    0.000624891    0.000453717
           15             45             30    -0.00163914    0.000850495    0.000615289
           20             45             30    -0.00135875     0.00099419    0.000714675
           25             45             30    -0.00107515     0.00106521    0.000758408
           30             45             30    -0.00081593     0.00106883     0.00075517
           35             45             30    -0.00059745     0.00102598    0.000713321
           40             45             30   -0.000417431    0.000953111    0.000655892
           45             45             30   -0.000279389    0.000863192    0.000586023
           50             45             30   -0.000182672    0.000767228    0.000514345
           55             45             30   -0.000112598    0.000677184    0.000448063
           60             45             30  -6.41051e-005    0.000599317    0.000389663
           65             45             30  -3.43049e-005    0.000530334    0.000339365
           70             45             30  -1.55057e-005    0.000475626    0.000299503
          -70             50             30  -6.17194e-005   -0.000443972   -0.000257496
          -65             50             30   -9.0789e-005   -0.000490924    -0.00028792
          -60             50             30   -0.000133411   -0.000547207   -0.000324993
          -55             50             30   -0.000186576   -0.000612817    -0.00036809
          -50             50             30   -0.000261731    -0.00068127   -0.000415544
          -45             50             30   -0.000362046   -0.000752233   -0.000463242
          -40             50             30   -0.000486798   -0.000815615   -0.000506499
          -35             50             30   -0.000642556   -0.000864495    -0.00054217
          -30             50             30   -0.000830008   -0.000884122    -0.00055925
          -25             50             30    -0.00103742   -0.000868708     -0.0005524
          -20             50             30     -0.0012556   -0.000800106   -0.000513049
          -15             50             30    -0.00146501   -0.000671921   -0.000434145
          -10             50             30    -0.00164202   -0.000490192   -0.000317799
           -5             50             30    -0.00175644   -0.000258383    -0.00016839
            0             50             30    -0.00179691  -3.34561e-006  -2.55121e-006
            5             50             30    -0.00175505     0.00025935    0.000167433
           10             50             30    -0.00163931     0.00048175    0.000312006
           15             50             30    -0.00146309     0.00066756    0.000429201
           20             50             30    -0.00125403    0.000797305    0.000511407
           25             50             30    -0.00103726    0.000865477    0.000551611
           30             50             30   -0.000828892    0.000883217    0.000558913
           35             50             30   -0.000646688    0.000864139    0.000542587
           40             50             30    -0.00048823    0.000818896    0.000509629
           45             50             30   -0.000361864    0.000751955    0.000461352
           50             50             30    -0.00026301    0.000682374     0.00041338
           55             50             30    -0.00018694     0.00061115    0.000367341
           60             50             30   -0.000132039     0.00054805    0.000326822
           65             50             30  -9.15803e-005    0.000490211    0.000287762
           70             50             30  -6.14249e-005    0.000444223    0.000257699
          -70             55             30  -9.90846e-005   -0.000402116   -0.000221187
          -65             55             30   -0.000138413    -0.00044124   -0.000243995
          -60             55             30   -0.000185845   -0.000488187   -0.000272025
          -55             55             30   -0.000247392   -0.000536672   -0.000301278
          -50             55             30   -0.000323653   -0.000589178   -0.000333603
          -45             55             30   -0.000419489    -0.00064006   -0.000364253
          -40             55             30   -0.000533346    -0.00068309   -0.000391887
          -35             55             30   -0.000670851   -0.000713827    -0.00041118
          -30             55             30   -0.000824018   -0.000715586   -0.000414366
          -25             55             30   -0.000994302   -0.000691856   -0.000402888
          -20             55             30    -0.00116789   -0.000629194   -0.000368468
          -15             55             30    -0.00132117   -0.000522149   -0.000306339
          -10             55             30      -0.001454   -0.000377132   -0.000221911
           -5             55             30    -0.00153942   -0.000194362   -0.000115132
            0             55             30     -0.0015683   5.39089e-008  -1.95081e-007
            5             55             30    -0.00153986    0.000198966    0.000117468
           10             55             30    -0.00145087    0.000373999    0.000220248
           15             55             30    -0.00132178     0.00052013    0.000304823
           20             55             30    -0.00116433    0.000629029    0.000368093
           25             55             30   -0.000993983    0.000692995    0.000403786
           30             55             30   -0.000825555    0.000718567    0.000416729
           35             55             30   -0.000672217    0.000713583    0.000411464
           40             55             30    -0.00053563    0.000683586    0.000392392
           45             55             30   -0.000419043    0.000640736    0.000365797
           50             55             30   -0.000323851    0.000590022    0.000333742
           55             55             30   -0.000247258    0.000536884    0.000301401
           60             55             30   -0.000186036    0.000487034    0.000270988
           65             55             30   -0.000137451    0.000442014    0.000244034
           70             55             30  -9.94772e-005    0.000402584    0.000221033
          -70             60             30   -0.000130031   -0.000355633   -0.000190708
          -65             60             30   -0.000175396   -0.000385601    -0.00020712
          -60             60             30   -0.000228558   -0.000420342   -0.000226399
          -55             60             30   -0.000292436   -0.000457896   -0.000247606
          -50             60             30   -0.000369329   -0.000498303   -0.000269006
          -45             60             30   -0.000458216   -0.000533447   -0.000289115
          -40             60             30   -0.000564398   -0.000562193   -0.000305149
          -35             60             30   -0.000684236   -0.000578472   -0.000314756
          -30             60             30   -0.000814844    -0.00057676   -0.000314342
          -25             60             30   -0.000950359   -0.000547394   -0.000298741
          -20             60             30    -0.00108578   -0.000491015   -0.000268872
          -15             60             30    -0.00120868   -0.000404701    -0.00022156
          -10             60             30    -0.00130699   -0.000287315    -0.00015774
           -5             60             30    -0.00136998   -0.000149275  -8.20129e-005
            0             60             30    -0.00139303    1.9685e-006   1.02701e-006
            5             60             30    -0.00137044    0.000152755   8.35457e-005
           10             60             30    -0.00130701    0.000288346    0.000158266
           15             60             30     -0.0012077     0.00040351    0.000220751
           20             60             30    -0.00108484    0.000490107    0.000267995
           25             60             30   -0.000950029    0.000547421    0.000299231
           30             60             30   -0.000815138    0.000576151     0.00031367
           35             60             30   -0.000684398    0.000579301     0.00031609
           40             60             30   -0.000565098    0.000561528    0.000305115
           45             60             30   -0.000458752    0.000533763    0.000289601
           50             60             30   -0.000368357    0.000497505    0.000269658
           55             60             30   -0.000291533    0.000459837    0.000248225
           60             60             30   -0.000228822    0.000421965    0.000227356
           65             60             30   -0.000175619    0.000385169     0.00020686
           70             60             30    -0.00013027    0.000356069    0.000190614
          -70             65             30   -0.000155168   -0.000301892    -0.00016497
          -65             65             30    -0.00020359   -0.000325271   -0.000176784
          -60             65             30   -0.000260199   -0.000350991   -0.000190131
          -55             65             30   -0.000326587   -0.000379103   -0.000205006
          -50             65             30   -0.000401764   -0.000408751   -0.000219955
          -45             65             30   -0.000487432   -0.000431764   -0.000232106
          -40             65             30   -0.000581343   -0.000451345   -0.000240938
          -35             65             30   -0.000687835   -0.000458272   -0.000244098
          -30             65             30   -0.000798257   -0.000449725   -0.000239168
          -25             65             30   -0.000911846   -0.000425993   -0.000225422
          -20             65             30    -0.00102119   -0.000375701   -0.000199118
          -15             65             30    -0.00111845   -0.000306878   -0.000162571
          -10             65             30    -0.00119551   -0.000217554   -0.000114813
           -5             65             30     -0.0012424   -0.000113124  -5.93599e-005
            0             65             30     -0.0012606   3.75142e-007   2.16611e-007
            5             65             30    -0.00124538     0.00011487   6.08138e-005
           10             65             30    -0.00119425    0.000216942    0.000114944
           15             65             30    -0.00111731    0.000306076    0.000161641
           20             65             30    -0.00102066     0.00037734    0.000199981
           25             65             30    -0.00091233    0.000422514    0.000224217
           30             65             30   -0.000799117      0.0004494    0.000238684
           35             65             30   -0.000688614    0.000457104     0.00024392
           40             65             30   -0.000583123    0.000451037    0.000240822
           45             65             30   -0.000487225    0.000431904    0.000231922
           50             65             30   -0.000401467    0.000408579    0.000219458
           55             65             30   -0.000325791    0.000378742    0.000204693
           60             65             30   -0.000260075    0.000351211    0.000190332
           65             65             30    -0.00020423    0.000325215    0.000177026
           70             65             30   -0.000154799    0.000301706    0.000164883
          -70             70             30   -0.000172436   -0.000244671   -0.000143754
          -65             70             30   -0.000225762   -0.000262099   -0.000152853
          -60             70             30   -0.000284263   -0.000281708   -0.000162803
          -55             70             30   -0.000350312   -0.000301794   -0.000172671
          -50             70             30   -0.000422999    -0.00032135   -0.000181794
          -45             70             30   -0.000505527   -0.000337913    -0.00018932
          -40             70             30   -0.000591142   -0.000348032   -0.000193547
          -35             70             30   -0.000686149   -0.000351519   -0.000193307
          -30             70             30   -0.000783697   -0.000340736    -0.00018666
          -25             70             30   -0.000879405   -0.000316977   -0.000172847
          -20             70             30   -0.000969536   -0.000280176   -0.000151725
          -15             70             30    -0.00104704   -0.000228036   -0.000123085
          -10             70             30    -0.00110932   -0.000160443   -8.5953e-005
           -5             70             30    -0.00114796  -8.41745e-005  -4.49503e-005
            0             70             30    -0.00116258  -6.24731e-007  -4.17771e-007
            5             70             30    -0.00114826    8.2919e-005   4.42051e-005
           10             70             30    -0.00110982    0.000160897   8.60681e-005
           15             70             30    -0.00104762    0.000226144    0.000121592
           20             70             30   -0.000969726    0.000281416    0.000151799
           25             70             30   -0.000879183    0.000317648    0.000172844
           30             70             30   -0.000783148    0.000340902    0.000186473
           35             70             30   -0.000684874    0.000350719    0.000193475
           40             70             30   -0.000592286    0.000346566    0.000192964
           45             70             30    -0.00050464    0.000339182    0.000189965
           50             70             30   -0.000423515    0.000319823    0.000181324
           55             70             30   -0.000350051    0.000301412    0.000172412
           60             70             30   -0.000284144    0.000282105    0.000162933
           65             70             30   -0.000225944    0.000262224    0.000152904
           70             70             30   -0.000172782    0.000245183    0.000144188
          -70            -70             35   -0.000181263    0.000226846   -0.000149741
          -65            -70             35   -0.000234437    0.000240957   -0.000157963
          -60            -70             35   -0.000294238    0.000257495   -0.000167398
          -55            -70             35   -0.000359525    0.000273684   -0.000177214
          -50            -70             35   -0.000432307    0.000287603   -0.000185228
          -45            -70             35   -0.000509406    0.000301861   -0.000192493
          -40            -70             35   -0.000595225    0.000308904   -0.000195639
          -35            -70             35   -0.000682749    0.000309198   -0.000194529
          -30            -70             35   -0.000773105     0.00029899   -0.000187325
          -25            -70             35   -0.000862322    0.000277442   -0.000172988
          -20            -70             35   -0.000943551    0.000243427   -0.000151034
          -15            -70             35     -0.0010145    0.000196438   -0.000121764
          -10            -70             35       -0.00107    0.000138216  -8.49434e-005
           -5            -70             35    -0.00110515   7.09342e-005  -4.38712e-005
            0            -70             35    -0.00111696  -3.20396e-007    1.9336e-007
            5            -70             35    -0.00110358   -7.1091e-005    4.3971e-005
           10            -70             35    -0.00106908    -0.00013907   8.60614e-005
           15            -70             35    -0.00101508   -0.000196253    0.000121469
           20            -70             35    -0.00094344   -0.000243235    0.000151171
           25            -70             35   -0.000861632    -0.00027615    0.000172409
           30            -70             35   -0.000774319    -0.00029945    0.000187544
           35            -70             35    -0.00068262   -0.000307934    0.000194058
           40            -70             35   -0.000594254   -0.000307815    0.000195465
           45            -70             35    -0.00050949   -0.000301145    0.000192553
           50            -70             35   -0.000431671   -0.000288138    0.000185474
           55            -70             35   -0.000359434   -0.000274114    0.000177156
           60            -70             35   -0.000294106   -0.000256972    0.000167291
           65            -70             35    -0.00023457   -0.000241105    0.000157893
           70            -70             35   -0.000180934   -0.000227024     0.00014972
          -70            -65             35   -0.000165228    0.000279136     -0.0001704
          -65            -65             35   -0.000216029    0.000299011   -0.000182431
          -60            -65             35   -0.000275823    0.000319254   -0.000195331
          -55            -65             35   -0.000340462    0.000343445   -0.000209234
          -50            -65             35   -0.000415011    0.000364699   -0.000222088
          -45            -65             35   -0.000497177    0.000384909   -0.000233841
          -40            -65             35   -0.000589256    0.000396069    -0.00024097
          -35            -65             35   -0.000686741    0.000398149   -0.000242282
          -30            -65             35   -0.000790503    0.000388948    -0.00023634
          -25            -65             35   -0.000892995    0.000366124   -0.000222051
          -20            -65             35   -0.000989281    0.000320906   -0.000194834
          -15            -65             35    -0.00107546    0.000260982   -0.000158391
          -10            -65             35    -0.00114341    0.000183793    -0.00011192
           -5            -65             35    -0.00118681   9.51683e-005  -5.77783e-005
            0            -65             35    -0.00120069   8.13298e-007  -4.72988e-007
            5            -65             35    -0.00118632  -9.67927e-005   5.87688e-005
           10            -65             35    -0.00114182   -0.000184917    0.000112584
           15            -65             35    -0.00107582   -0.000260423    0.000158019
           20            -65             35   -0.000989155   -0.000321719    0.000195555
           25            -65             35   -0.000892371   -0.000363284    0.000220879
           30            -65             35    -0.00078934   -0.000390126    0.000236927
           35            -65             35   -0.000686321   -0.000398641    0.000242084
           40            -65             35   -0.000588757   -0.000395536    0.000240834
           45            -65             35   -0.000497411   -0.000383777    0.000233813
           50            -65             35   -0.000415264   -0.000365432    0.000222786
           55            -65             35   -0.000339479   -0.000342655    0.000208899
           60            -65             35   -0.000274863    -0.00032105    0.000195831
           65            -65             35   -0.000217124   -0.000297395    0.000181679
           70            -65             35   -0.000165575    -0.00027921    0.000170809
          -70            -60             35   -0.000145209    0.000326803   -0.000195895
          -65            -60             35   -0.000193259    0.000351681    -0.00021215
          -60            -60             35   -0.000248227    0.000381754   -0.000231169
          -55            -60             35   -0.000313479    0.000410827   -0.000250447
          -50            -60             35   -0.000388119    0.000441974    -0.00027141
          -45            -60             35   -0.000477559    0.000469375    -0.00028879
          -40            -60             35   -0.000576236    0.000490118   -0.000302951
          -35            -60             35    -0.00068706    0.000497072   -0.000308509
          -30            -60             35   -0.000806872    0.000490226   -0.000305813
          -25            -60             35   -0.000928714    0.000463073   -0.000288758
          -20            -60             35    -0.00104622    0.000410969   -0.000258078
          -15            -60             35    -0.00115478    0.000336159   -0.000211241
          -10            -60             35    -0.00123751     0.00023951   -0.000150411
           -5            -60             35    -0.00129468     0.00012396  -7.83692e-005
            0            -60             35    -0.00131079  -1.80801e-008  -1.41581e-007
            5            -60             35    -0.00129379   -0.000124682   7.84374e-005
           10            -60             35    -0.00123904   -0.000240126    0.000151028
           15            -60             35    -0.00115319   -0.000335644    0.000210617
           20            -60             35    -0.00104816   -0.000414459    0.000259384
           25            -60             35   -0.000928651   -0.000461972    0.000288712
           30            -60             35   -0.000806706   -0.000492015    0.000306068
           35            -60             35   -0.000686959   -0.000496633    0.000307822
